external_gene_name	log2FoldChange	pvalue
DAPP1	-3.401962288659958	0.03583303869874674
GAS2L3	-3.401624696698586	6.60262512925496e-4
KDM3A	-3.3998156618674034	0.009481074893346533
MASP1	-3.3948612369024818	0.02845010326009495
FBLN5	-3.3903581078375833	0.025423638255661914
NONHSAT089991.2	-3.374805206857057	1.664379192057836e-4
PRPSAP2	-3.374688295581858	0.01944269444086741
TNFSF12	-3.3734050758210756	0.04608165334962031
RPS24	-3.372752895183585	0.01891599566357742
SANBR	-3.372011730612804	0.009586391759732641
TBL1XR1	-3.370938934902009	0.03837579433412045
CC2D2A	-3.368842052167399	0.010621405003153209
KRT7	-3.3668859305971544	0.006540888584638823
NONHSAT208075.1	-3.3662381579851015	0.04548227681566059
TOP1MT	-3.3659192080723273	0.04105328987708226
HPS4	-3.359168104043341	0.024404817170285007
NIBAN2	-3.35583720878085	0.018541709648237557
SLC12A9	-3.35362957253359	0.018202650116301837
CDK19	-3.3534277122795073	0.04164812278730247
NONHSAT181876.1	-3.351502960409867	0.025613224077335482
REXO5	-3.3402377149708755	0.002586322821785084
NONHSAT116042.2	-3.3385652363568785	0.010019882533171452
ENST00000602124	-3.3379972696884193	0.008570998904470752
CDK5RAP2	-3.3352806675636293	0.03807187606965973
NUMA1	-3.3337165183976767	0.029790081777728048
NONHSAT215440.1	-3.331629116516788	0.010941232429864332
RAPGEF2	-3.328300615578245	0.0319796537521573
ENST00000416046	-3.3273844683036993	0.0038342384901892067
SDHD	-3.3256125009245516	0.002164145686549361
NONHSAT250318.1	-3.32448041979922	0.024336421371140476
GABARAPL1	-3.3195634269634153	0.0018840955427073343
FGFRL1	-3.3146220113711315	0.001191120884443473
MLST8	-3.3140244957566436	0.030768661293594395
ICA1L	-3.313928361977493	0.03164209375178188
NONHSAT067546.2	-3.3070854220905255	0.03597265892077287
IK	-3.299428985247024	0.026606843472106633
CAPN3	-3.299152600500403	0.007269427679303536
POLR3E	-3.298894991536591	0.04519925765739208
GPR87	-3.292861980978159	0.04460518809754295
BCO2	-3.2918790861472984	0.02023343949253968
NONHSAT035520.2	-3.2904493137559427	0.014509441871693157
SLC7A5	-3.285317713477241	0.009344867231613615
NPHP1	-3.2846135654868163	0.0404052571726543
RHBDL2	-3.283570009383936	0.03617137343900709
SH3YL1	-3.2798610393224865	0.01092580682442005
AGPAT1	-3.2758814968465275	0.04627206904970805
TSPAN31	-3.2755645424772455	0.0013088309510232007
FLT3LG	-3.273118682581626	0.0018394616084782627
NONHSAT133166.2	-3.266161751992857	0.013649256974272973
ENST00000616279	-3.264441761520123	0.002831478117354041
NONHSAT063866.2	-3.2604032679013106	7.80171388312725e-4
PHB2	-3.2538914528292913	0.0028887141116097667
NONHSAT157443.1	-3.2499290335794124	0.03949531108018181
NONHSAT141113.2	-3.2486682550079222	2.832638693825068e-4
PNCK	-3.248449159176344	0.005764191180876357
DPF3	-3.248416463545501	0.021052147805271218
ST7L	-3.2465186261524557	0.04420163137977107
RBFOX1	-3.2451660455306484	0.007810650295285245
NONHSAT183303.1	-3.235223765285752	4.964293728690661e-5
GSDME	-3.2342252337951005	9.041550206540949e-4
ENST00000369252	-3.231898126234689	3.422065736632757e-4
ENST00000620426	-3.227127903430559	0.02872038181011932
CHST12	-3.222226968397065	4.5653665318262903e-4
WDR45	-3.219634601308168	9.448310037312543e-4
IPO11	-3.2071565877680492	0.016510239895627492
TPCN1	-3.2066619988145213	0.008004322499974646
NONHSAT194728.1	-3.200695867116037	0.019632944742703422
BLOC1S6	-3.199402028353068	0.022459929483793016
NEK8	-3.185277328885103	0.00579176613873555
CLCN4	-3.1840560691833075	0.02528313585645449
IFT46	-3.1788431605548126	0.020316835956825437
ATP1A1	-3.177026971041046	6.357952792456451e-4
ENST00000539550	-3.176533207893473	5.304145185607684e-4
RELA	-3.1702196499632618	7.815239636691411e-5
CKB	-3.164551523678366	0.0022906932466626585
GRTP1-AS1	-3.16413558142395	0.004523191589859077
NFS1	-3.1559113310369766	0.017068965372251842
HAUS1	-3.1522266004300232	0.03777617665366123
APBB1	-3.1500576077706652	0.009167572527796796
NARF	-3.141883024709581	0.045511313708289876
GOLGA8M	-3.138832019521748	0.03071776961230224
B4GAT1-DT	-3.13129681863462	0.016521742460346493
COL24A1	-3.1297605928800682	0.012230746355398408
DGKH	-3.1292537333063994	0.04411466951105895
NFATC3	-3.125610071536484	0.01376153788059998
ABCC5	-3.1220167248516697	0.021592184775351245
NONHSAT232316.1	-3.118708815571567	0.016688833639328087
ATP5MF	-3.117129456841352	0.005747495751617883
AMD1	-3.1062064948509494	9.27594808198749e-4
ENST00000639848	-3.1054256060215883	0.03402919586062097
ZNF180	-3.1035008339534835	0.002125667298162557
TMEM25	-3.099611342874033	0.049319152846921475
OXR1	-3.0980441900316413	0.0032162328312661283
NONHSAT196318.1	-3.097487359457284	0.007483458631754702
MECR	-3.094981646583557	0.04192494433703668
NEDD1	-3.0899900012743546	0.006306086716763707
CNP	-3.0852665111678594	0.003610752350972108
ENST00000638504	-3.083022899403717	3.672143700756076e-4
RNF121	-3.082969492430936	2.8684055925783396e-4
NOL8	-3.0814129117414066	0.005284764773317277
MACC1	-3.07826525482898	0.048572053266317035
DDX11	-3.078072417370451	0.012939755444152254
GPR161	-3.0738058454011155	0.0034123560939808813
NONHSAT224745.1	-3.0655462244562823	0.04890241079228166
HNRNPH1	-3.065249346227404	6.184888289197378e-4
NONHSAT232907.1	-3.0605548123715565	0.04912938108451983
ENST00000559246	-3.057735441255113	0.0070237977773484955
ATG7	-3.057717044439472	0.023143834582998447
NONHSAT153773.1	-3.054035736630219	0.0235793681879003
NONHSAT238374.1	-3.0488648460130476	0.027476488470383982
TNPO2	-3.0474092425648807	0.004929108615024247
NONHSAT232118.1	-3.043651969825249	0.02121729903149104
NONHSAT024412.2	-3.043583747737145	0.0324497097641296
NONHSAT160215.1	-3.043114735915948	0.0276314699270291
XKRX	-3.0385051421703375	0.049375096490361745
NONHSAT258463.1	-3.037545704406534	0.020181597940373455
MTARC2	-3.0374493977163475	0.0021537714891639447
LRRC27	-3.0333694054909723	0.02741729948242619
MTCP1	-3.0182312999638654	0.015904479668230866
ZNF98	-3.014673357569636	0.007180706692551231
NONHSAT240482.1	-3.0138425895887475	0.008207847299925785
NONHSAT236157.1	-3.003573744977865	0.0011922513201390104
SNORA61	-3.002838170105844	7.989957114892534e-4
NONHSAT254345.1	-3.001639931097254	0.0305308599641212
CDK20	-2.9815286117534363	0.020204636706564593
NQO2	-2.9770110900387174	0.03300502725189065
WFIKKN1	-2.971089220837383	0.03183800178328866
PLCD3	-2.966669755471901	0.04752489598699349
ACTB	-2.96596002375434	2.259415647726061e-5
DCAF17	-2.9646531170439103	0.004984753335488694
NONHSAT169524.1	-2.9599671880009066	0.008815250149643107
ENST00000289779	-2.958229607665999	9.939181560772155e-4
CEP78	-2.9575145113125987	0.005715532339823719
NLRX1	-2.9540415529306303	0.016358626003590566
ZNF329	-2.9526138890458706	0.012656403124485458
PPM1M	-2.952029043996106	0.0016063006627349723
WFDC3	-2.9519324645994907	0.027693413429386755
H3P13	-2.947769362287315	0.02377849779734871
DEDD2	-2.9470606845750233	0.0019760676174561116
NONHSAT240082.1	-2.9466667275906415	0.02848929411098455
NONHSAT219548.1	-2.9442282328699254	0.0021320647092050032
PI4KAP2	-2.942923096222422	0.004257649085915491
NONHSAT146175.2	-2.9422571626638994	0.004158736273076926
NONHSAT169300.1	-2.939396932918825	0.041195773099321764
LMBRD1	-2.9364578046008374	7.115514293140635e-4
LINS1	-2.9348520238926823	0.030574280310695305
MKLN1	-2.9346898343527807	0.013693478441007797
ARMCX2	-2.9312269635130197	0.03778695735984832
PGAP2	-2.9284327244370063	0.010688297151946925
TRNAU1AP	-2.9280925358369725	0.023652738415485812
RFX5	-2.9197760429577335	0.04672622119680205
MIEF1	-2.9191453501735674	0.007828122016991049
NONHSAT188360.1	-2.9184613869856184	0.015886983662324588
LMNA	-2.915695317721394	4.8134264489257337e-4
FBXL13	-2.914591544626755	0.03489977520883482
NONHSAT166648.1	-2.912851173805648	0.03163717047823844
DNAJC10	-2.9126682798832064	0.018889038618377367
ZNF114	-2.9068062493362365	0.026232853931616614
ALG13	-2.906109663247062	0.02340100383591226
CAVIN2-AS1	-2.9021547015762046	0.03831604118917046
NONHSAT035510.2	-2.897331586487654	0.014084208286584866
ZNF248	-2.892828574765008	0.024189119627150795
NONHSAT226528.1	-2.8892089264125276	0.04073189854984263
NONHSAT209334.1	-2.8881752800997442	0.047874626598631925
SLC4A1AP	-2.886045368133585	0.0035017039464875278
ZNF711	-2.8830568456643486	0.01522007045479426
VDAC3	-2.881327599557854	0.004719308154141299
NONHSAT253314.1	-2.8812211784869075	0.003783945191035851
SEMA4A	-2.8695200858727024	0.0034866585027430665
TNS2	-2.869477024224817	0.02570609181417577
LIPH	-2.858344408718602	0.027185561175607713
CHCHD3	-2.85180436285097	0.004916199416547486
INTS3	-2.8517529567388387	0.03832304730601624
SNORA50C	-2.8439094085566397	0.002693214219180243
PCMTD1-DT	-2.8420057110061574	0.02889489606170505
DECR2	-2.8417617302718297	0.007903384411093246
NONHSAT252803.1	-2.8391351404477865	0.010343870658704261
PTGES3L-AARSD1	-2.838043633291498	0.006182528527704146
RPLP0	-2.8370098017567797	0.0489875942248565
NONHSAT245950.1	-2.8352796372437243	0.025262341555904923
COL21A1	-2.8341080094341815	0.018901184958416552
NONHSAT226934.1	-2.8312782109203796	0.007467534476230127
NONHSAT160475.1	-2.830668683803975	0.010078639086792058
LINC01630	-2.82934267384786	0.04649340235746023
BRD8	-2.8249984419798997	4.2326550707351564e-4
ENST00000603942	-2.821470303644883	0.034620368055063404
LRRC49	-2.8205894745008377	0.03529518181199861
RUNDC3A	-2.8181684856716425	0.009535009909867146
NONHSAT037744.2	-2.8175983520484036	0.018844598158972124
CD274	-2.815527189396584	0.03178268047078672
BST1	-2.813836137847485	0.010373862509469558
POGLUT3	-2.8125279426974723	0.011979684389845528
CCDC169	-2.8099877541704963	0.042249294578206045
PDE1A	-2.808483647928682	0.02904116941114131
NONHSAT087333.2	-2.8051537484651847	0.0018114492750577766
DNAI3	-2.8012246760187725	0.04800893820072812
BTBD3	-2.8011456895407925	0.0010314983358985666
ZNF345	-2.7995454793113206	0.015753896383279262
NONHSAT249245.1	-2.798901159829295	0.008362414643108865
MUC20-OT1	-2.7980468945881776	0.030033122681235324
SLC16A1-AS1	-2.7964437942842197	0.022944466135420442
RPS6KA5	-2.7948759092966777	0.002139028470335946
NONHSAT237104.1	-2.7936158355697405	0.023733603306379355
NONHSAT245973.1	-2.7928324185502422	9.359606784659535e-4
DHRS7B	-2.7863956055403163	0.031437949461773036
POLR1D	-2.7850610268948754	0.03778695348935066
WDR11	-2.7814711512073407	0.001154152095125695
STRADA	-2.781307619958932	0.014701167302070484
MACROD2	-2.779791326551421	0.014705860484640317
NONHSAT211942.1	-2.7777964537599034	0.04348999875986877
N4BP2L1	-2.7729487138648783	0.011842119938032362
GYS1	-2.7724233152245232	0.003025733959315471
TBCD	-2.7722884461981327	0.005683646852597691
KLHDC7B	-2.7674426307585955	0.04274787038109288
NONHSAT180107.1	-2.759029521614513	0.04389343004278886
NONHSAT157106.1	-2.753272047781969	2.595967926555067e-4
OSBPL7	-2.7519438466461206	0.026762478266723132
LINC02814	-2.751906289109062	0.002258138240206364
SNRPCP2	-2.7516115731448134	0.03795704527141203
CASP7	-2.751590730898468	0.0161544804398115
HOMER2	-2.7434336691248102	0.0010865048145634658
PLSCR3	-2.742916560345402	0.003520405484591228
BRF1	-2.7421556585718556	6.629544394730871e-6
NONHSAT229274.1	-2.741523211900233	0.04780950571702349
DGLUCY	-2.738976384544163	0.024843160692452796
NONHSAT238061.1	-2.738117981323801	0.023968012749819252
ENST00000542275	-2.737875118685472	0.013270449701118212
NONHSAT252418.1	-2.737000721148126	0.03636129111576801
RBMX	-2.733897480727931	0.010168601927632014
NRM	-2.732944502752639	0.04531944911366034
MAILR	-2.732599029241593	0.025437620336047715
NONHSAT247736.1	-2.7317847405199065	0.006356799443573017
NONHSAT145300.2	-2.731298045033767	0.03564998302929699
FLNA	-2.722911686555746	0.002223783263100906
RASA1	-2.7206348005041945	0.035910580839142316
NONHSAT234750.1	-2.7165884109802243	0.029389480545170547
NONHSAT244576.1	-2.7148157452025576	0.0395169588869926
ENST00000532469	-2.7147553837862173	5.42849900706244e-4
SLC44A2	-2.713886469334525	0.04183670789815219
LINC00680	-2.7084714223957014	0.017102177319244335
ZNF37BP	-2.706590941503416	0.04993524666119807
MRE11	-2.706204381537023	0.03207594855796142
ZNF227	-2.7057735616573817	0.004652962765252589
NFIA	-2.704384088490713	0.020874232331851234
ZP3	-2.704180459121605	0.008126986610592555
MAPKAPK3	-2.7033412347609405	0.049305868505980156
EPHB6	-2.7004034328017914	0.022460237251714595
PREPL	-2.7001495156435054	0.03581009367032439
CHKB-CPT1B	-2.695948361735068	0.04211368258754258
NONHSAT069627.2	-2.694365877088253	0.04460310529940553
NONHSAT257129.1	-2.6836409429729984	0.04251769532394428
SDF2	-2.6810591345085	0.017443134204986974
NCAPH2	-2.679605797065271	0.00410017686738159
ENST00000491472	-2.6766445459507033	0.03650636810134323
KLC3	-2.6763448266290046	0.009851523867850072
CPSF7	-2.6745805249350094	0.03881025181813301
NONHSAT238435.1	-2.67166340700324	0.028983533443616004
NONHSAT246368.1	-2.67115684184841	0.0019640578800607044
NONHSAT022134.2	-2.67016283382968	0.017523683347431197
NONHSAT141736.2	-2.6699233186794373	0.04941639671396156
CALCOCO2	-2.6676817947591016	0.019679541518940077
SDHAF2	-2.667270874226135	0.0014389071142556597
NUTM2B	-2.6621338294670256	0.0033721531072670435
UBE2J2	-2.6610625898487865	0.010429890601590235
SDHD	-2.6589132875879016	0.01805499088388883
PCGF3	-2.6567716698753903	0.011633679569846286
NONHSAT151289.1	-2.6460561937540303	0.0221434791695575
SANBR	-2.646044480591405	0.04730104389246027
C20orf144	-2.644804771618529	0.04077260458226382
NEK1	-2.643063440897968	0.007008663865957404
PSEN2	-2.642241978404936	0.02494738790235114
ENST00000584419	-2.64143578392502	0.01940721372116893
CARHSP1	-2.641335190253566	0.03995751641795082
SNX10	-2.636827533212328	0.00569719178524426
ETFDH	-2.6323441888024726	0.008801274018428697
ASB13	-2.631136365177674	0.015104039452545813
TBC1D4	-2.6309449203948994	0.03894926549483408
NONHSAT138080.2	-2.6265255448985476	0.028040613010479554
PUF60	-2.62421657908653	0.02006556727400948
SEPTIN4	-2.6230812761980338	0.03764342293088269
GPI	-2.6222176077347084	0.042834233075080365
CFAP44	-2.621134000400188	0.024920908935403524
SYT6	-2.6205729186300304	0.04374562588833249
NONHSAT200573.1	-2.619669007760956	0.03199265629894332
CSP2	-2.619097167844043	0.04119141454027413
STRADA	-2.618513603043871	0.039655639244321916
ARHGEF9	-2.6184505523557853	0.003647361901891138
GABARAPL1	-2.6175675044514004	0.0021559585041861684
HAUS4	-2.6174830976955805	0.029400472345142113
NONHSAT140471.2	-2.6132065205537134	0.0362908258413957
TRMT11	-2.6127219382377396	0.02264155830893076
PRELID3BP10	-2.6125321978351415	0.023060790782890903
NONHSAT178400.1	-2.609740820892143	0.0354268265534572
NONHSAT145657.2	-2.608828420283346	0.03678059958702022
DHX57	-2.608383327080216	0.026630620902971386
TARBP2	-2.6033447670961305	0.02516810170235759
YAF2	-2.5965685405794754	0.01168016455612629
NONHSAT198793.1	-2.5953339753799964	0.036713420361468116
CELF2	-2.594914561847343	0.008555159741078558
APTX	-2.5947049181376554	0.0012448411650504865
NONHSAT081870.2	-2.593930404124849	0.03370028400096797
SLC25A35	-2.5927263852457845	0.04411726839448962
EHD1	-2.5926026376445086	0.00653776944612913
NONHSAT229682.1	-2.590865643784744	0.006803908430744621
SERPINB5	-2.586211341309339	0.03313199847754456
CCT3	-2.5807036798050778	0.0018391742685723573
NONHSAT005313.2	-2.5793773971167924	0.04224519038400413
GUSBP2	-2.5791223594095305	4.376945032886933e-4
FAM98C	-2.575493606954045	0.017927243302446813
SKIL	-2.571740514538003	0.04446027612389717
ZSCAN23	-2.564507385659023	0.014998303926283176
GATD3	-2.5606269841626785	0.014967469363052412
NONHSAT104714.2	-2.560228993595781	0.004357534731388417
TACSTD2	-2.5601404183510934	0.019555309913600234
ZNF16	-2.5592498520594478	0.004695508493049189
NONHSAT150239.1	-2.557996799595838	0.02888561255954765
KL	-2.557337115036226	0.0249907468089253
KIAA0513	-2.5496116343709123	0.04980936526005461
ZFP30	-2.5469606943034004	0.04303409634883574
SLC13A3	-2.5399409497501546	0.00398284133692084
LZTR1	-2.5373098240538137	0.029166350896537803
NONHSAT037488.2	-2.532790322841389	0.04254094982500191
ENST00000628380	-2.5316876805982136	6.705262900075507e-4
TRMT10B	-2.530573364077732	0.028331393944452967
NONHSAT138745.2	-2.514599024693369	0.04368085402004538
EMC4	-2.512820500150435	0.00617989370409512
IP6K2	-2.507631550347883	0.031217519027039647
POLD4	-2.5040149701629346	0.0028237482914962118
NONHSAT243045.1	-2.4966344041123207	0.04394947256774325
GNAS	-2.494211434258953	0.03591573085555473
PWWP3B	-2.493618342628644	0.04533972170315859
MXI1	-2.492150774485096	0.04787736310544667
NONHSAT234258.1	-2.4895870950574164	0.032391916490644726
RAB3GAP2	-2.4883207372035017	0.0034528881680395717
NONHSAT225262.1	-2.488196867171519	0.029632821899821058
PXN-AS1	-2.4822378266209255	0.0489766417108457
ENST00000404404	-2.481343604083143	0.03116974693792458
JAZF1	-2.480612561235274	4.40619442324996e-4
P2RY2	-2.480241274031827	0.018904999632774717
NONHSAT207928.1	-2.4792269669327736	0.043898061487145854
WDR45	-2.4778778870023452	0.0032653691082395546
NONHSAT089488.2	-2.4773125429579093	0.026558322020192506
GRIN2C	-2.4753170321142965	0.017472323181968567
TMEM191C	-2.468389527458476	0.04470142060910347
NONHSAT149787.1	-2.4683475538865443	0.012557489450291365
LMNA	-2.467182291628127	0.001518052830657131
NONHSAT250530.1	-2.4646501418372937	0.04070884010739522
ZNF611	-2.452892551487586	0.021323766628038372
LINC01139	-2.450711243209541	0.037352602361272115
ENST00000617528	-2.4504752114885986	0.016619355294404146
NONHSAT037015.2	-2.4496686476096823	0.008833925802304776
CADM1	-2.448828756252823	0.007990824771081047
MUC12-AS1	-2.448803889278575	0.02752683465887029
NECAB3	-2.447631132640088	0.027475862475461608
GOLGA8F	-2.4398604491545055	0.03862415612960177
ABCC6	-2.4397113200125093	0.034839364602218946
PTPN2	-2.435911495959421	0.015596417428124927
GRIK5	-2.4310160782665036	0.02792551667746712
NONHSAT228529.1	-2.430718802125689	0.019883662360866205
NONHSAT083137.2	-2.4295830749212763	0.014893693570093396
SMTN	-2.4279305929224098	0.0038804188319690827
SAMD11	-2.427095758709004	0.03884837592894246
BEND6	-2.4260840619922135	0.02021111109593135
NONHSAT172583.1	-2.4242093900191843	0.04871925510119398
NONHSAT000882.2	-2.4223851002207857	0.02224104147398001
NONHSAT250988.1	-2.422303900875421	0.014007066315713478
GTDC1	-2.4217753295112767	0.010284281127306637
NONHSAT246487.1	-2.4213292942441966	0.026459379617603956
NONHSAT245303.1	-2.4193864227400415	0.04318474584673411
NONHSAT108325.2	-2.4182695743412452	8.87732299653979e-4
NONHSAT185173.1	-2.4139684923394724	0.020373081801186667
STRAP	-2.4075087187667017	0.0014985070058354626
RAB30-DT	-2.4059150888101053	0.010614959546282164
GALE	-2.40204632638635	0.032111646164262646
AP1G2	-2.396153721966578	0.0015683946122257001
HDAC10	-2.395303695197665	0.015826262588876507
ECSIT	-2.3946742874103766	0.04498927447699863
LMO7	-2.3938565421098543	0.04399408085488715
TNIP1	-2.3882286130642503	0.02783718847025348
ZNF180	-2.3859013625229393	0.03731138754859958
CCDC122	-2.382671030244806	0.03536077441038209
EIF3L	-2.3820145896725364	0.03700992636332204
NONHSAT157074.1	-2.375163990550853	0.029454400923995393
DHPS	-2.373695709618679	0.0035364950587670244
PATZ1	-2.3731677183544977	3.6760435990318906e-4
KIAA1328	-2.3719341605180913	0.005950210382463362
TRIQK	-2.371924785561135	0.01433941158652935
ATF2	-2.370785519034541	0.025723291816366713
NONHSAT246241.1	-2.368953281447859	0.04558633945360725
ZNF232-AS1	-2.3676591322128506	7.518866807635535e-4
YY1	-2.3674678433000023	0.0020697125028782334
STRADA	-2.3672136501144423	0.005405398892304921
PCBP1-AS1	-2.365085835607567	0.017965505938344655
NONHSAT040340.2	-2.36079777441976	0.0016645952673149155
NONHSAT244362.1	-2.3598366704858744	0.03762506530335014
NONHSAT210244.1	-2.359627959258363	0.028028022829499066
PHC1	-2.3591777867509887	0.03323606945776471
TRAPPC4	-2.3523388710216597	0.01863531129406032
ST3GAL3	-2.348357775269986	0.024352918861769546
SCAPER	-2.3468901921204077	0.014394844927840995
BCAR3	-2.3466222874767664	0.01730169868405399
APTX	-2.3465589532682456	0.048285190479085215
PLA2G6	-2.342359819718307	0.011269961151395017
NONHSAT238963.1	-2.340543814334746	0.024091733460311834
ZDHHC20	-2.339179510714059	0.019631393672169553
SNORD14C	-2.336480565827589	0.005095839030087405
TMEM98	-2.335925542443189	0.007953634928323218
SNORA77B	-2.335118244430125	0.008909010368661055
KDM8	-2.3350444903687904	0.03434352124039831
ATP2C1	-2.3338317711596175	0.0032611902299143885
FCGRT	-2.3330387074688343	0.04588992107265511
NONHSAT242715.1	-2.332129525906579	0.0028300757607952107
FGFR1	-2.3310788860530383	0.012279898376304237
ZNF525	-2.3302072625878134	0.023513975952070536
NONHSAT174025.1	-2.329950428770262	0.034444609090150284
HLA-C	-2.3290284730558852	0.020505399052487133
NONHSAT105218.2	-2.3254441795464844	0.010721024927269247
TPRA1	-2.324941854625083	0.041273788827082346
NONHSAT056332.2	-2.3239447895765992	0.03878398709324326
CCDC107	-2.3239425481902583	0.03977825942164097
ENST00000478670	-2.3235541949806198	0.04107874659047877
FAM111A	-2.3231937962761284	0.0012627792375224374
NEK11	-2.3224175159680733	6.711660654929154e-4
ENST00000608851	-2.318400599125638	0.014871392301091309
RGN	-2.313355469318951	0.04722776111115398
STRBP	-2.3130840519337643	0.02379936239849
NONHSAT240968.1	-2.312632340706354	0.049146790194626665
LDHA	-2.3123265877505124	0.002500402932117382
NONHSAT188705.1	-2.312217426881663	0.03241477171819001
MORN1	-2.310242375406268	0.0165020470100625
FAM86B3P	-2.30995334395391	0.03957680219440504
PPP1CC	-2.3080375373373765	3.1107768430990853e-4
NONHSAT229142.1	-2.305434077662287	0.042646736589465224
NONHSAT036750.2	-2.303065186309135	0.016305830873734897
NONHSAT252437.1	-2.3022035438025985	0.02927828841682067
NONHSAT222692.1	-2.3013095169791593	0.04265909204447438
DISC1	-2.299895097029182	0.023270481309861757
TBCE	-2.2982958297478975	0.0025970651696897943
LSP1P5	-2.2980765581269536	0.03747729824944538
KIAA1614	-2.29580325248891	0.043620447050260844
USP50	-2.2953177427991025	0.006826590680528135
NONHSAT120034.2	-2.288767431902345	0.04502053017672235
ARHGEF3	-2.2887170077497383	0.018850585183488006
SLC6A13	-2.288065577311858	0.037147722186921056
ZNG1E	-2.287261042376068	0.02051819570868279
C1RL-AS1	-2.285295106120795	0.03930114540300731
MMP24OS	-2.2773231693061144	0.03735990801119214
ENST00000563634	-2.2684013327759374	0.015729723136453395
TAC3	-2.265497553425366	0.04025869055442817
EPB41L2	-2.2579886878208946	0.0013100657490615342
ATAD3A	-2.2570762903091603	0.011312683024030734
TAS2R6P	-2.2565256229802864	0.03633855395848473
NONHSAT114474.2	-2.25496747453319	3.6885425410004857e-4
DENND10	-2.252594282987068	0.001224872562338645
LINC02714	-2.2505654696500703	0.045037578654803345
CTBP1-DT	-2.2477218350204837	0.025197630003760452
ENST00000622544	-2.246631718293946	0.010038847260732934
ENST00000637973	-2.2452644496141816	0.010174755326090669
MCF2L	-2.245213417769144	0.04000742463779264
NTNG1	-2.2424775636077503	0.04370288890090702
RPP30	-2.242417531562996	0.028831094162214223
NONHSAT233499.1	-2.2411780102722343	0.014144265387035218
PLEKHH2	-2.2405580234837688	0.006328315465368571
ZNF264	-2.237333919558484	5.73474771705842e-4
TSSC4	-2.2354125723556915	0.002657360313069547
MRPL55	-2.233388648721298	3.002160210244373e-5
OSBP2	-2.2323125372137045	8.019497266533019e-4
RAD51-AS1	-2.232235954558445	0.0053394387313714054
RASEF	-2.232225604963936	0.005481339218971088
DUSP12	-2.2310691831472775	0.03814830627266789
NONHSAT145635.2	-2.2300771948642573	0.02282482398257057
PSMC5	-2.227998757392369	0.041647238327702646
ENST00000622860	-2.2260613872580945	0.047454889482425794
CASP3	-2.224689579005964	0.006596225256319231
NONHSAT169232.1	-2.2237838360470916	0.025276024960812372
DDHD2	-2.2230362598084215	0.012472099427961597
CYBA	-2.214925560692319	0.005674272269697881
NONHSAT256882.1	-2.2148386913364866	0.04323181555679218
NONHSAT258618.1	-2.210455018923108	0.01245989318467617
ENST00000502574	-2.210220895693986	0.03418301721275959
MACROD2	-2.2071033245616096	0.04858532236136141
SERPING1	-2.2068124881696685	0.02200013217533075
SIDT2	-2.20446293289428	6.552483743956664e-4
CPNE2	-2.2036327468366195	0.0046457761250905515
ZNF696	-2.2007072173333513	0.007442527779480888
NONHSAT231430.1	-2.197943587542184	0.026868883020553406
ODF2	-2.197293231281638	0.03467967522905815
PES1	-2.197205548528657	0.04331960949231566
GPRASP3	-2.196568291541339	0.040789276435169455
NONHSAT229171.1	-2.195801280882754	0.03331100895711624
ZNF429	-2.1927763819880832	0.031572856514915586
NONHSAT162110.1	-2.1926690635975223	0.018525567907654954
LRRC69	-2.1918903400475163	0.013663194199683527
NONHSAT221457.1	-2.191768585208204	0.024875717888868595
ENST00000370690	-2.1905679988056135	0.0012612741485597033
DANCR	-2.1905194058779665	0.0042533182974599645
NRL	-2.1878910271111915	0.013945246651922105
NECTIN4	-2.187033044912159	0.02514337462731887
CLDN12	-2.1853118682048445	0.018092612853295685
APBA2	-2.1830304310079844	0.015811632715177628
TRAF4	-2.1783241600928447	0.0332282652482324
NONHSAT235255.1	-2.177287433406737	0.033846069540064395
NONHSAT237892.1	-2.1765274786039948	0.014656933582501983
THYN1	-2.1717767817800357	0.023161499406870276
NONHSAT233120.1	-2.1687285407349393	0.017129521836466835
MXD3	-2.158964003557809	0.0214901922968488
NONHSAT236958.1	-2.156943552903093	0.048279315839981664
TSC22D1-AS1	-2.155422634287582	0.023092368692233686
C8G	-2.150492163383038	0.008121391439058677
PKN1	-2.145752966855912	0.028211712326713132
ABCC1	-2.1388577768689783	0.002440121827935973
NKAPD1	-2.1370401583993677	0.040217755920144434
HTR7P1	-2.1336961593947055	0.009144324780877566
B3GNTL1	-2.1313191358437886	0.035154694709595945
RAC3	-2.1264486415390595	2.3676880292615264e-4
NONHSAT224573.1	-2.125764296654707	0.016559838255403518
DTNBP1	-2.124000416264177	0.02229781930176472
NONHSAT027018.2	-2.1171123740549205	0.020146903140057883
TBC1D1	-2.115136581614001	0.010931774199114834
DNAI7	-2.1150761969923924	0.04075741162267216
BRCC3	-2.1148879672952523	0.014036519335986127
TFDP1	-2.1128110925834944	0.04738896364994186
ABCA7	-2.1112043324878487	0.023747167447488123
CENPBD2P	-2.1109517154306308	0.005776394882989325
FAM162A	-2.108306556776797	0.0014842689380063921
NONHSAT246886.1	-2.1077940630329968	0.026683559322236188
SCML1	-2.1075625565832308	3.938126288136621e-4
INPP1	-2.107411856205765	0.043860893939275176
ANAPC4	-2.1068312205307462	0.005768715003945661
RAB27A	-2.1026430359920574	0.017434262096057373
PRMT2	-2.1025663705443685	0.025647016259825305
FAU	-2.1020997527392313	0.04539468821641891
NOSIP	-2.0971257013616706	0.022722267114590827
